countyName,zipCode
Macon,36089
Independence,72522
Walton,30025
Indian River,32961
Itawamba,38856
Daviess,64648
Madison,35757
Jackson,32443
Upson,31016
Jackson,39564
Dallas,65648
Park,59086
Marshall,35980
Lake,32776
Mobile,36587
Lee,33921
Montgomery,36117
Franklin,63089
Marion,34481
Orange,34761
Jackson,64132
Palm Beach,33483
Los Angeles,90712
Wayne,31518
Hillsborough,33510
Humphreys,39038
Washington,31035
Ware,31552
Meagher,59086
Limestone,35611
Hot Spring,71913
Walker,30738
Lemhi,83462
Dade,65646
Mineral,59867
Lowndes,36047
Holmes,32464
Warren,31045
Crawford,65441
Missoula,59820
Macon,36804
Independence,72527
Walton,30052
Indian River,32962
Itawamba,38858
Daviess,64689
Madison,35758
Jackson,32445
Upson,31097
Jackson,39565
Dallas,65685
Park,59715
Lake,32778
Mobile,36602
Lee,33922
Franklin,63090
Marion,34482
Orange,34786
Jackson,64133
Palm Beach,33484
Los Angeles,90713
Wayne,31543
Hillsborough,33511
Humphreys,39097
Webster,31824
Cooper,65081
Washington,31082
Madison,59710
Lee,36801
Highlands,33825
Ware,31554
Meagher,59645
Limestone,35613
Hot Spring,71929
Walker,30739
Lemhi,83464
Dade,65661
Mineral,59872
Lowndes,36752
Crawford,65446
Missoula,59821
Macon,36830
Independence,72534
Walton,30054
Indian River,32963
Itawamba,38876
Madison,35759
Jackson,32446
Jackson,39567
Dallas,65764
Lake,32784
Mobile,36603
Lee,33924
Franklin,63091
Marion,34488
Orange,34787
Jackson,64134
Palm Beach,33486
Los Angeles,90715
Wheeler,30411
Wayne,31545
Holmes,38924
Cole,65023
Hillsborough,33527
Humphreys,39194
Webster,31832
Cooper,65233
Washington,31089
Madison,59716
Lee,36804
Highlands,33852
Limestone,35614
Hot Spring,71933
Walker,30740
Lemhi,83466
Dade,65682
Lowndes,36785
Crawford,65449
Missoula,59823
Macon,36866
Independence,72550
Walton,30620
Indian River,32966
Madison,35760
Jackson,32448
Jackson,39581
Dallas,65767
Lake,34705
Mobile,36604
Lee,33928
Marion,34491
Jackson,64136
Palm Beach,33487
Los Angeles,90716
White,30527
McCone,59201
Lawrence,35618
Greene,72401
Kootenai,83801
Wheeler,30428
Wayne,31546
Holmes,39063
Cole,65032
Hillsborough,33534
Cooper,65237
Washington,31096
Madison,59720
Lee,36830
Highlands,33857
Limestone,35620
Hot Spring,71941
Walker,30741
Lemhi,83467
Dade,65752
Crawford,65453
Missoula,59825
Independence,72562
Walton,30641
Indian River,32967
Madison,35761
Jackson,32460
Dallas,65783
Lake,34711
Mobile,36605
Lee,33931
Jackson,64137
Palm Beach,33493
Los Angeles,90717
White,30528
McCone,59214
Lawrence,35619
Greene,72412
Whitfield,30710
Kootenai,83803
Hernando,33523
Hinds,39041
Wheeler,31037
Wayne,31555
Holmes,39079
Cole,65040
Hillsborough,33547
Cooper,65276
Madison,59729
Lee,36832
Highlands,33870
Limestone,35647
Hot Spring,72104
Walker,30747
Lemhi,83468
Crawford,65456
Missoula,59826
Independence,72564
Walton,30650
Indian River,32968
Madison,35763
Lake,34714
Mobile,36606
Lee,33936
Jackson,64138
Palm Beach,33496
Los Angeles,90723
Wilcox,31001
Clinton,64048
Lincoln,59917
White,30545
Lauderdale,35610
Hendry,33440
McCone,59215
Lawrence,35643
Greene,72416
Whitfield,30720
Kootenai,83810
Hernando,33597
Hinds,39056
Wheeler,31549
Wayne,31560
Holmes,39095
Cole,65053
Hillsborough,33548
Madison,59735
Lee,36850
Highlands,33872
Limestone,35652
Walker,30750
Lemhi,83469
Crawford,65535
Missoula,59833
Independence,72568
Walton,30655
Madison,35773
Lake,34715
Mobile,36607
Lee,33955
Jackson,64139
Palm Beach,33498
Los Angeles,90731
Wilcox,31079
Clinton,64062
Lincoln,59918
Wilkes,30660
Harrison,39501
White,30571
Clay,64024
Lauderdale,35630
Hendry,33930
Lawrence,35650
Greene,72436
Whitfield,30721
Kootenai,83814
Hernando,34601
Hinds,39066
Wayne,31598
Holmes,39146
Cole,65074
Hillsborough,33549
Madison,59740
Lee,36852
Highlands,33875
Limestone,35671
Walker,30753
Crawford,65560
Missoula,59834
Independence,72571
Walton,30656
Madison,35801
Lake,34731
Mobile,36608
Lee,33956
Jackson,64145
Los Angeles,90732
Wilkinson,31017
Liberty,59522
Lamar,35544
Garland,71901
Jefferson,83425
Clinton,64429
Lincoln,59923
Wilkes,30668
Harrison,39503
Clay,64048
Lauderdale,35633
Hendry,33935
Lawrence,35651
Greene,72443
Whitfield,30740
Kootenai,83815
Hernando,34602
Hinds,39154
Holmes,39169
Cole,65076
Hillsborough,33556
Madison,59743
Lee,36854
Highlands,33876
Limestone,35739
Crawford,65565
Missoula,59846
Independence,72572
Madison,35802
Lake,34736
Mobile,36609
Lee,33957
Jackson,64146
Los Angeles,90744
Wilkinson,31031
Liberty,59531
Lamar,35574
Garland,71909
Worth,31705
Jefferson,83431
Hardee,33834
Weston,82701
Clinton,64454
Lincoln,59930
Wilkes,30673
Harrison,39507
Clay,64060
Lauderdale,35634
Hendry,33936
Lawrence,35654
Greene,72450
Whitfield,30755
Kootenai,83833
Hernando,34604
Hinds,39170
Holmes,39192
Cole,65101
Hillsborough,33558
Madison,59745
Lee,36866
Highlands,33960
Limestone,35749
Missoula,59847
Independence,72579
Madison,35803
Lake,34737
Mobile,36610
Lee,33966
Jackson,64149
Los Angeles,90745
Hancock,39426
Wilkinson,31042
Clark,63445
Lewis and Clark,59410
Jefferson,35005
Hamilton,32052
Lamar,35576
Garland,71913
Worth,31772
Jefferson,83434
Hardee,33865
Weston,82723
Clinton,64465
Lincoln,59934
Harrison,39530
Clay,64062
Lauderdale,35645
Lawrence,35672
Kootenai,83835
Hernando,34606
Hinds,39175
Holmes,39773
Cole,65109
Hillsborough,33559
Madison,59747
Lee,36867
Highlands,34974
Limestone,35756
Missoula,59868
Madison,35805
Lake,34748
Mobile,36611
Lee,33967
Los Angeles,90746
Hancock,39466
Wilkinson,31054
Clark,63465
Lewis and Clark,59421
Jefferson,35006
Hamilton,32053
Washakie,82401
Grenada,38901
Christian,65610
Lamar,35586
Garland,71933
Worth,31781
Jefferson,83435
Hardee,33873
Weston,82729
Clinton,64477
Lincoln,59935
Harrison,39531
Clay,64068
Lauderdale,35648
Lawrence,35673
Kootenai,83854
Hernando,34607
Hinds,39201
Hillsborough,33563
Madison,59749
Lee,36870
Limestone,35757
Madison,35806
Lake,34753
Mobile,36612
Lee,33971
Los Angeles,90755
Lake,59821
Jackson,35740
Franklin,72132
Hancock,39470
Gooding,83314
Gulf,32456
Wilkinson,31061
Lewis and Clark,59601
Jefferson,35020
Hamilton,32096
Washakie,82442
Grenada,38929
Christian,65619
Lamar,35592
Garland,71949
Worth,31789
Jefferson,83442
Hardee,33890
Weston,82730
Clinton,64490
Harrison,39532
Clay,64089
Lauderdale,35652
Kootenai,83858
Hernando,34608
Hinds,39202
Hillsborough,33565
Madison,59751
Lee,36874
Limestone,35773
Madison,35810
Lake,34756
Mobile,36613
Lee,33972
Los Angeles,90802
Lake,59824
Jackson,35744
Franklin,72150
Hancock,39520
Gooding,83316
Gulf,32465
Uinta,82930
Greene,39362
Chariton,64658
Lewis and Clark,59602
Jefferson,35022
Grenada,38940
Christian,65620
Garland,71956
Worth,31791
Jefferson,83444
Clinton,64492
Harrison,39540
Clay,64116
Lauderdale,35677
Kootenai,83861
Hernando,34609
Hinds,39203
Hillsborough,33566
Madison,59754
Lee,36877
Madison,35811
Lake,34762
Mobile,36617
Lee,33973
Los Angeles,90803
Judith Basin,59447
Houston,36301
Lake,59845
Glades,33471
Teton,83001
George,39452
Jackson,35746
Franklin,72821
Hancock,39525
Gooding,83330
Uinta,82933
Greene,39451
Chariton,64660
Lewis and Clark,59633
Jefferson,35023
Christian,65629
Garland,71964
Worth,31795
Jefferson,83450
Clinton,64493
Harrison,39560
Clay,64117
Kootenai,83869
Hernando,34613
Hinds,39204
Hillsborough,33567
Madison,59755
Lee,36879
Madison,35816
Lake,34787
Mobile,36618
Lee,33974
Los Angeles,90804
Judith Basin,59479
Houston,36303
Lake,59855
Glades,33935
Teton,83011
George,39573
Cedar,64744
Jefferson,59632
Henry,36016
Jackson,35751
Franklin,72928
Hancock,39556
Gooding,83332
Uinta,82937
Greene,39452
Chariton,64676
Lewis and Clark,59635
Jefferson,35060
Christian,65630
Garland,71968
Worth,31796
Harrison,39571
Clay,64118
Kootenai,83876
Hernando,34614
Hinds,39206
Hillsborough,33569
Madison,59759
Madison,35824
Lake,34788
Mobile,36619
Lee,33976
Los Angeles,90805
Drew,71655
Fremont,83420
Gilchrist,32008
Sweetwater,82336
Franklin,39601
Houston,36305
Lake,59860
Glades,33944
Teton,83013
Cedar,64756
Jefferson,59634
Henry,36310
Jackson,35752
Franklin,72930
Hancock,39571
Gooding,83355
Uinta,82939
Greene,39456
Chariton,65236
Lewis and Clark,59639
Jefferson,35061
Christian,65631
Garland,72087
Harrison,39574
Clay,64119
Hernando,34661
Hinds,39209
Hillsborough,33570
Lake,34797
Mobile,36688
Lee,33990
Los Angeles,90806
Fremont,83429
Gilchrist,32619
Sweetwater,82901
Franklin,39630
Cass,64012
Hill,59501
Hale,35441
Houston,36312
Lake,59864
Glades,34974
Teton,83014
Cedar,65635
Jefferson,59638
Henry,36319
Jackson,35755
Franklin,72933
Hancock,39572
Greene,39476
Chariton,65254
Lewis and Clark,59640
Jefferson,35062
Christian,65652
Clay,64155
Hinds,39211
Hillsborough,33572
Mobile,36693
Lee,33991
Los Angeles,90807
Gadsden,32324
Sublette,82922
Forrest,39401
Carter,63937
Granite,59711
Fremont,83440
Gilchrist,32643
Sweetwater,82932
Franklin,39647
Cass,64034
Hill,59525
Hale,35474
Houston,36319
Lake,59865
Teton,83025
Cedar,65649
Jefferson,59721
Henry,36345
Jackson,35764
Franklin,72947
Hancock,39573
Chariton,65261
Lewis and Clark,59648
Jefferson,35063
Christian,65669
Clay,64156
Hinds,39212
Hillsborough,33573
Mobile,36695
Lee,33993
Los Angeles,90808
Gadsden,32332
Sublette,82923
Forrest,39402
Carter,63965
Granite,59825
Greene,35443
Fremont,83445
Dallas,71725
Elmore,83601
Gilchrist,32669
Sweetwater,82935
Franklin,39653
Cass,64061
Hill,59530
Hale,36742
Houston,36320
Lake,59910
Teton,83414
Cedar,65674
Jefferson,59759
Henry,36353
Jackson,35765
Franklin,72949
Hancock,39576
Chariton,65281
Jefferson,35064
Christian,65714
Clay,64157
Hinds,39213
Hillsborough,33578
Lee,34110
Los Angeles,90810
Franklin,32320
Sheridan,82801
Gadsden,32333
DeSoto,38611
Carroll,64622
Golden Valley,59046
Sublette,82925
Forrest,39425
Granite,59832
Greene,35462
Fremont,83451
Dallas,71742
Elmore,83623
Gilchrist,32693
Franklin,39661
Cass,64078
Hill,59532
Hale,36744
Houston,36321
Lake,59911
Cedar,65785
Jackson,35766
Jefferson,35068
Christian,65720
Clay,64158
Hinds,39216
Hillsborough,33579
Lee,34119
Los Angeles,90813
Franklin,32322
Sheridan,82831
Gadsden,32343
DeSoto,38632
Carroll,64623
Geneva,36305
Golden Valley,59074
Flagler,32110
Platte,82201
Sublette,82941
Forrest,39465
Granite,59837
Dallas,71763
Elmore,83627
Franklin,39664
Cass,64080
Hill,59540
Hale,36765
Houston,36343
Lake,59914
Jackson,35768
Jefferson,35071
Christian,65721
Clay,64161
Hinds,39272
Hillsborough,33584
Lee,34134
Los Angeles,90814
Covington,39119
Franklin,32323
Cape Girardeau,63701
Glacier,59411
Franklin,35565
Douglas,80016
Sheridan,82832
Gadsden,32351
DeSoto,38637
Carroll,64633
Geneva,36314
Flagler,32136
Platte,82210
Sublette,83113
Forrest,39475
Granite,59858
Dallas,71923
Elmore,83633
Cass,64082
Hale,36776
Houston,36345
Lake,59915
Jackson,35769
Jefferson,35073
Christian,65738
Hillsborough,33592
Lee,34135
Los Angeles,90815
Covington,39428
Franklin,32328
Cape Girardeau,63703
Glacier,59427
Franklin,35571
Douglas,80104
Crittenden,72301
Clearwater,83541
Escambia,32501
Sheridan,82835
Gadsden,32352
DeSoto,38641
Carroll,64643
Geneva,36316
Flagler,32137
Platte,82213
Sublette,83115
Forrest,39520
Elmore,83647
Cass,64083
Houston,36350
Lake,59922
Jackson,35771
Jefferson,35080
Christian,65742
Hillsborough,33594
Los Angeles,91001
Covington,39479
Park,82414
Copiah,39059
Camden,65020
Gallatin,59086
Franklin,32346
Fayette,35542
Cape Girardeau,63730
Glacier,59434
Franklin,35581
Douglas,80106
Crittenden,72327
Clearwater,83544
Escambia,32502
Sheridan,82836
DeSoto,38651
Carroll,64668
Geneva,36318
Flagler,32145
Platte,82214
Forrest,39577
Elmore,83716
Cass,64090
Houston,36352
Lake,59929
Jackson,35772
Jefferson,35091
Christian,65753
Hillsborough,33596
Los Angeles,91006
Covington,39482
Park,82421
Copiah,39078
Camden,65037
Clark,83423
Gallatin,59714
Duval,32081
Niobrara,82225
Franklin,32358
Fayette,35546
Cape Girardeau,63739
Franklin,35582
Douglas,80108
Crittenden,72331
Clearwater,83546
Escambia,32503
Sheridan,82838
DeSoto,38654
Carroll,64682
Geneva,36340
Flagler,32164
Cass,64701
Houston,36370
Lake,59931
Jackson,35776
Jefferson,35094
Christian,65754
Hillsborough,33598
Los Angeles,91007
Coahoma,38614
Callaway,63361
Flathead,59845
Etowah,35901
Kings,93202
Park,82433
Copiah,39083
Camden,65047
Clark,83446
Gallatin,59715
Duval,32202
Fayette,35554
Cape Girardeau,63740
Franklin,35585
Douglas,80109
Crittenden,72348
Clearwater,83553
Escambia,32504
Sheridan,82839
DeSoto,38671
Geneva,36344
Flagler,32174
Cass,64725
Houston,36375
Jackson,35958
Jefferson,35111
Hillsborough,33602
Los Angeles,91008
Coahoma,38626
Callaway,63384
Flathead,59901
Etowah,35903
Denver,80010
Kings,93204
Craighead,72401
Park,82435
Cassia,83311
Copiah,39086
Camden,65049
Gallatin,59716
Duval,32204
Fayette,35555
Cape Girardeau,63744
Franklin,35593
Douglas,80112
Crittenden,72364
Clearwater,83827
Escambia,32505
Sheridan,82842
DeSoto,38672
Geneva,36375
Flagler,32180
Cass,64734
Houston,36376
Jackson,35966
Jefferson,35116
Hillsborough,33603
Los Angeles,91010
Dixie,32008
Natrona,82601
Clay,38860
Caldwell,64429
Fergus,59032
Callaway,65039
Flathead,59904
Etowah,35904
Denver,80123
Kings,93212
Craighead,72404
Park,82440
Cassia,83318
Copiah,39175
Camden,65052
Gallatin,59718
Duval,32205
Fayette,35594
Cape Girardeau,63747
Franklin,35653
Douglas,80116
Crittenden,72376
Escambia,32506
Sheridan,82845
DeSoto,38680
Geneva,36453
Cass,64739
Jackson,35978
Jefferson,35117
Hillsborough,33604
Los Angeles,91011
Dixie,32359
Natrona,82604
Clay,39701
Caldwell,64624
Fergus,59424
Escambia,36426
Conway,72001
Caribou,83241
Callaway,65043
Flathead,59911
Etowah,35905
Denver,80202
Kings,93230
Craighead,72411
Park,82450
Cassia,83323
Copiah,39191
Camden,65065
Gallatin,59730
Duval,32206
Cape Girardeau,63755
Franklin,35654
Douglas,80118
Crittenden,72384
Escambia,32507
Geneva,36477
Cass,64742
Jackson,35979
Jefferson,35118
Hillsborough,33605
Los Angeles,91016
DeSoto,34266
Lincoln,83101
Dixie,32628
Clarke,39301
Butler,63901
Fallon,59313
Natrona,82609
Clay,39702
Caldwell,64637
Fergus,59430
Escambia,36432
Conway,72027
Caribou,83276
Callaway,65059
Flathead,59912
Etowah,35906
Denver,80203
Kings,93245
Craighead,72414
Cassia,83342
Camden,65079
Gallatin,59741
Duval,32207
Cape Girardeau,63766
Franklin,35674
Douglas,80124
Escambia,32508
Cass,64743
Jefferson,35126
Hillsborough,33606
Los Angeles,91020
DeSoto,34269
Lincoln,83110
Dixie,32648
Clarke,39330
Butler,63932
Elmore,35010
Fallon,59344
Inyo,92384
Custer,81069
Natrona,82620
Clay,39741
Caldwell,64644
Fergus,59441
Escambia,36441
Conway,72030
Caribou,83285
Callaway,65063
Flathead,59913
Etowah,35907
Denver,80204
Kings,93266
Craighead,72416
Cassia,83346
Camden,65324
Gallatin,59752
Duval,32208
Cape Girardeau,63769
Douglas,80125
Escambia,32514
Cass,64746
Jefferson,35127
Hillsborough,33607
Los Angeles,91024
Columbia,71740
Canyon,83605
Columbia,32024
Laramie,82001
Claiborne,39086
Lincoln,83111
Dixie,32680
Clarke,39355
Butler,63940
Elmore,36020
Inyo,92389
Custer,81226
Natrona,82636
Clay,39751
Caldwell,64649
Fergus,59451
Escambia,36483
Conway,72063
Callaway,65067
Flathead,59916
Etowah,35952
Denver,80205
Kings,93631
Craighead,72417
Cassia,83350
Camden,65326
Gallatin,59758
Duval,32209
Cape Girardeau,63785
Douglas,80126
Escambia,32526
Cass,64747
Jefferson,35130
Hillsborough,33609
Los Angeles,91030
Columbia,71752
Canyon,83607
Columbia,32025
Laramie,82007
Buchanan,64401
Claiborne,39096
Deer Lodge,59711
Lincoln,83112
DeKalb,35951
Dixie,32692
Clarke,39360
Butler,63945
Elmore,36022
Inyo,93513
Custer,81252
Natrona,82638
Clay,39756
Caldwell,64650
Fergus,59457
Escambia,36502
Conway,72080
Callaway,65069
Flathead,59919
Etowah,35954
Denver,80206
Craighead,72419
Camden,65556
Duval,32210
Douglas,80129
Escambia,32533
Jefferson,35146
Hillsborough,33610
Los Angeles,91040
Cleveland,71652
Camas,83327
Collier,34102
Columbia,71753
Johnson,82639
Choctaw,39735
Canyon,83626
Columbia,32038
Laramie,82009
Buchanan,64439
Claiborne,39144
Deer Lodge,59722
Lincoln,83114
DeKalb,35957
Clarke,39363
Butler,63954
Elmore,36024
Inyo,93514
Custer,81253
Natrona,82644
Clay,39773
Caldwell,64671
Fergus,59464
Escambia,36562
Conway,72110
Callaway,65077
Flathead,59920
Etowah,35956
Denver,80207
Craighead,72421
Camden,65567
Duval,32211
Douglas,80130
Escambia,32534
Jefferson,35172
Hillsborough,33611
Los Angeles,91042
Cleveland,71665
Camas,83352
Boone,65010
Collier,34103
Dawson,59330
Dallas,36701
Columbia,71770
Johnson,82834
Choctaw,39752
Canyon,83634
Columbia,32055
Laramie,82053
Buchanan,64443
Claiborne,39150
Deer Lodge,59762
Lincoln,83116
DeKalb,35961
Butler,63961
Elmore,36025
Inyo,93526
Natrona,82646
Fergus,59471
Conway,72125
Callaway,65080
Flathead,59922
Etowah,35961
Denver,80209
Craighead,72437
Camden,65591
Duval,32216
Douglas,80134
Escambia,32535
Jefferson,35173
Hillsborough,33612
Los Angeles,91101
Humboldt,95501
Costilla,81123
Cleburne,72044
Butte,83213
Clay,32003
Boone,65039
Collier,34104
Dawson,59353
Dallas,36702
Columbia,71861
Choctaw,39772
Canyon,83641
Columbia,32061
Laramie,82054
Buchanan,64448
Claiborne,39175
Lincoln,83118
DeKalb,35962
Butler,63966
Elmore,36026
Inyo,93530
Fergus,59489
Conway,72127
Callaway,65231
Flathead,59925
Etowah,35972
Denver,80210
Craighead,72447
Camden,65786
Duval,32217
Douglas,80135
Escambia,32561
Jefferson,35180
Hillsborough,33613
Los Angeles,91103
Humboldt,95503
Costilla,81133
Cleburne,72067
Butte,83255
Clay,32043
Hot Springs,82430
Chickasaw,38850
Bollinger,63751
Boone,65201
Collier,34105
Dallas,36703
Canyon,83644
Columbia,32096
Laramie,82059
Buchanan,64454
Lincoln,83120
DeKalb,35963
Butler,63967
Elmore,36054
Inyo,93545
Conway,72156
Callaway,65251
Flathead,59926
Etowah,36272
Denver,80211
Craighead,72476
Camden,65787
Duval,32218
Douglas,80138
Escambia,32568
Jefferson,35203
Hillsborough,33614
Los Angeles,91104
Daniels,59263
Dale,36303
Clay,72422
Boundary,83805
Citrus,34428
Humboldt,95511
Costilla,81151
Cleburne,72088
Clay,32065
Hot Springs,82443
Chickasaw,38851
Bollinger,63764
Boone,65202
Collier,34108
Dallas,36759
Canyon,83651
Columbia,32643
Laramie,82060
Buchanan,64484
Lincoln,83121
DeKalb,35966
Elmore,36066
Inyo,93549
Conway,72157
Callaway,65262
Flathead,59927
Denver,80212
Duval,32219
Escambia,32577
Jefferson,35204
Hillsborough,33615
Los Angeles,91105
Daniels,59276
Dale,36311
Clay,72430
Boundary,83845
Citrus,34429
Humboldt,95514
Goshen,82212
Carroll,38917
Benton,64735
Costilla,81152
Cleburne,72121
Clay,32068
Chickasaw,38860
Bollinger,63781
Boone,65203
Collier,34109
Dallas,36761
Canyon,83656
Laramie,82082
Buchanan,64501
Lincoln,83122
DeKalb,35967
Elmore,36078
Conway,72823
Callaway,65264
Flathead,59928
Denver,80214
Duval,32220
Jefferson,35205
Hillsborough,33616
Los Angeles,91106
Custer,59301
Cullman,35016
Fresno,93210
Clear Creek,80436
Clark,71743
Dale,36322
Clay,72435
Boundary,83847
Citrus,34433
Humboldt,95519
Goshen,82223
Carroll,38930
Benton,65325
Cleburne,72131
Clay,32073
Chickasaw,39776
Boone,65240
Collier,34110
Dallas,36767
Canyon,83660
Buchanan,64503
Lincoln,83123
DeKalb,35968
Elmore,36080
Flathead,59931
Denver,80216
Duval,32221
Jefferson,35206
Hillsborough,33617
Los Angeles,91107
Custer,59338
Cullman,35019
Fresno,93234
Clear Creek,80438
Bonneville,83274
Clark,71921
Charlotte,33917
Fremont,82310
Dale,36330
Clay,72441
Citrus,34434
Humboldt,95521
Goshen,82240
Carroll,38943
Benton,65326
Cleburne,72137
Clay,32091
Boone,65243
Collier,34112
Dallas,36775
Canyon,83669
Buchanan,64504
Lincoln,83124
DeKalb,35971
Elmore,36092
Flathead,59932
Denver,80218
Duval,32222
Jefferson,35207
Hillsborough,33618
Los Angeles,91108
Calhoun,38915
Bates,64720
Chouteau,59416
Crenshaw,36009
Chicot,71638
Cullman,35033
Fresno,93242
Clear Creek,80439
Bonneville,83401
Clark,71923
Charlotte,33921
Fremont,82501
Dale,36350
Clay,72453
Citrus,34436
Humboldt,95524
Goshen,82243
Carroll,39176
Benton,65338
Cleburne,72153
Clay,32140
Boone,65255
Collier,34113
Dallas,36785
Canyon,83676
Buchanan,64505
Lincoln,83126
DeKalb,35974
Elmore,36093
Flathead,59936
Denver,80219
Duval,32223
Jefferson,35208
Hillsborough,33619
Los Angeles,91201
Calhoun,38916
Bates,64722
Chouteau,59442
Crenshaw,36028
Chicot,71640
Bonner,83801
Calhoun,32421
Crook,82710
Cullman,35053
Fresno,93602
Clear Creek,80444
Bonneville,83402
Clark,71962
Charlotte,33946
Fremont,82512
Dale,36352
Clay,72454
Citrus,34442
Humboldt,95525
Carroll,39211
Benton,65355
Cleburne,72179
Clay,32234
Boone,65256
Collier,34114
Canyon,83686
Buchanan,64506
Lincoln,83127
DeKalb,35975
Flathead,59937
Denver,80220
Duval,32224
Jefferson,35209
Hillsborough,33624
Los Angeles,91202
Bolivar,38725
Barton,64748
Cascade,59401
Calhoun,38965
Covington,36028
Del Norte,95531
Bates,64730
Chouteau,59446
Crenshaw,36035
Chicot,71653
Bonner,83803
Calhoun,32424
Crook,82711
Cullman,35055
Fresno,93605
Clear Creek,80452
Bonneville,83404
Charlotte,33947
Fremont,82513
Dale,36353
Clay,72456
Citrus,34445
Humboldt,95526
Cleburne,72523
Clay,32656
Boone,65279
Collier,34116
Canyon,83687
Buchanan,64507
Lincoln,83128
DeKalb,35978
Denver,80221
Duval,32225
Jefferson,35210
Hillsborough,33625
Los Angeles,91203
Bolivar,38732
Barton,64755
Cascade,59404
Covington,36420
Chaffee,81201
Del Norte,95543
Carroll,72611
Boise,83602
Bates,64779
Chouteau,59450
Crenshaw,36036
Bonner,83804
Calhoun,32430
Crook,82712
Cullman,35057
Fresno,93609
Clear Creek,80476
Bonneville,83406
Charlotte,33948
Fremont,82515
Dale,36360
Clay,72461
Citrus,34446
Humboldt,95528
Cleburne,72530
Clay,32666
Boone,65284
Collier,34117
DeKalb,35979
Denver,80222
Duval,32226
Jefferson,35211
Hillsborough,33626
Los Angeles,91204
Broward,33004
Converse,82633
Bolivar,38781
Benton,38603
Barry,64842
Carbon,59007
Barton,64759
Cascade,59405
Covington,36421
Chaffee,81211
Del Norte,95548
Carroll,72616
Boise,83622
Chouteau,59460
Crenshaw,36041
Bonner,83809
Calhoun,32438
Crook,82714
Cullman,35058
Fresno,93611
Bonneville,83427
Charlotte,33950
Fremont,82516
Dale,36371
Clay,72464
Citrus,34448
Humboldt,95536
Cleburne,72543
Collier,34119
DeKalb,35981
Denver,80223
Duval,32233
Jefferson,35212
Hillsborough,33629
Los Angeles,91205
Broward,33009
Converse,82636
Benton,38629
Barry,64874
Coosa,35010
Carbon,59008
Calhoun,71701
Barton,64762
Blaine,83313
Cascade,59412
Covington,36442
Chaffee,81236
Del Norte,95567
Carroll,72624
Boise,83629
Chouteau,59520
Crenshaw,36042
Bonner,83811
Calhoun,32448
Crook,82720
Cullman,35070
Fresno,93612
Bonneville,83428
Charlotte,33952
Fremont,82520
Dale,36374
Citrus,34449
Humboldt,95537
Cleburne,72546
Collier,34120
DeKalb,35984
Denver,80224
Duval,32234
Jefferson,35213
Hillsborough,33634
Los Angeles,91206
Brevard,32754
Carbon,82301
Broward,33019
Attala,39067
Audrain,63345
Broadwater,59635
Converse,82637
Benton,38633
Barry,65605
Coosa,35046
Carbon,59013
Calhoun,71742
Barton,64769
Blaine,83320
Cascade,59414
Covington,36453
Chaffee,81242
Carroll,72631
Boise,83631
Crenshaw,36046
Bonner,83813
Calhoun,32449
Crook,82721
Cullman,35077
Fresno,93616
Bonneville,83443
Charlotte,33953
Fremont,82523
Citrus,34450
Humboldt,95540
Cleburne,72581
Collier,34134
DeKalb,35986
Denver,80226
Duval,32244
Jefferson,35214
Hillsborough,33635
Los Angeles,91207
Brevard,32780
Conecuh,36401
Colusa,95912
Boulder,80026
Carbon,82324
Broward,33020
Attala,39090
Audrain,63352
Broadwater,59643
Benton,38642
Barry,65624
Coosa,35072
Carbon,59014
Calhoun,71744
Barton,64832
Blaine,83333
Cascade,59421
Covington,36455
Carroll,72632
Boise,83637
Crenshaw,36049
Bonner,83821
Crook,82729
Cullman,35083
Fresno,93619
Bonneville,83449
Charlotte,33954
Fremont,82649
Citrus,34452
Humboldt,95542
Collier,34138
DeKalb,35988
Denver,80227
Duval,32246
Jefferson,35215
Hillsborough,33637
Los Angeles,91208
Bradley,71631
Bingham,83210
Brevard,32796
Conecuh,36432
Bradford,32044
Colusa,95932
Campbell,82716
Amite,39633
Boulder,80027
Carbon,82325
Broward,33021
Attala,39192
Audrain,63382
Broadwater,59644
Benton,38647
Barry,65625
Coosa,35089
Carbon,59019
Blaine,83340
Cascade,59443
Covington,36467
Carroll,72638
Boise,83666
Crenshaw,36071
Bonner,83822
Cullman,35087
Fresno,93621
Bonneville,83454
Charlotte,33955
Citrus,34453
Humboldt,95545
Collier,34139
DeKalb,35989
Denver,80230
Duval,32250
Jefferson,35216
Hillsborough,33647
Los Angeles,91210
Bradley,71647
Bingham,83221
Brevard,32901
Atchison,64482
Blaine,59523
Windham,6226
Conecuh,36473
Bradford,32054
Colusa,95955
Campbell,82718
Amite,39638
Boulder,80301
Carbon,82327
Broward,33023
Audrain,65232
Broadwater,59647
Barry,65633
Coosa,35136
Carbon,59026
Blaine,83348
Cascade,59463
Covington,36474
Carroll,72660
Boise,83716
Bonner,83825
Cullman,35098
Fresno,93622
Charlotte,33980
Citrus,34461
Humboldt,95546
Collier,34140
Denver,80231
Duval,32254
Jefferson,35217
Los Angeles,91214
Colbert,35616
Bradley,71671
Denali,99704
Maui,96708
Calaveras,95222
Bent,81054
Bingham,83236
Brevard,32903
Atchison,64491
Blaine,59524
Windham,6230
Conecuh,36475
Bradford,32058
Colusa,95970
Campbell,82725
Amite,39645
Boulder,80302
Carbon,82329
Broward,33024
Audrain,65240
Broadwater,59752
