stateName,countyName,county
Indiana,Clay,Clay County
Illinois,Christian,Christian County
Maine,Somerset,Somerset County
Louisiana,Catahoula,Catahoula Parish
Kentucky,Breathitt,Breathitt County
Iowa,Butler,Butler County
Kansas,Clark,Clark County
Indiana,Clinton,Clinton County
Illinois,Clark,Clark County
Maine,Waldo,Waldo County
Louisiana,Claiborne,Claiborne Parish
Kentucky,Breckinridge,Breckinridge County
Iowa,Calhoun,Calhoun County
Kansas,Clay,Clay County
Indiana,Crawford,Crawford County
Illinois,Clay,Clay County
Maine,Washington,Washington County
Louisiana,Concordia,Concordia Parish
Kentucky,Bullitt,Bullitt County
Iowa,Carroll,Carroll County
Kansas,Cloud,Cloud County
Indiana,Daviess,Daviess County
Illinois,Clinton,Clinton County
Maine,York,York County
Louisiana,De Soto,De Soto Parish
Kentucky,Butler,Butler County
Iowa,Cass,Cass County
Kansas,Coffey,Coffey County
Indiana,Dearborn,Dearborn County
Illinois,Coles,Coles County
Louisiana,East Baton Rouge,East Baton Rouge Parish
Kentucky,Caldwell,Caldwell County
Iowa,Cedar,Cedar County
Kansas,Comanche,Comanche County
Indiana,Decatur,Decatur County
Illinois,Cook,Cook County
Louisiana,East Carroll,East Carroll Parish
Kentucky,Calloway,Calloway County
Iowa,Cerro Gordo,Cerro Gordo County
Kansas,Cowley,Cowley County
Indiana,DeKalb,DeKalb County
Illinois,Crawford,Crawford County
Louisiana,East Feliciana,East Feliciana Parish
Kentucky,Campbell,Campbell County
Iowa,Cherokee,Cherokee County
Kansas,Crawford,Crawford County
Indiana,Delaware,Delaware County
Illinois,Cumberland,Cumberland County
Louisiana,Evangeline,Evangeline Parish
Kentucky,Carlisle,Carlisle County
Iowa,Chickasaw,Chickasaw County
Kansas,Decatur,Decatur County
Indiana,Dubois,Dubois County
Illinois,DeKalb,DeKalb County
Louisiana,Franklin,Franklin Parish
Kentucky,Carroll,Carroll County
Iowa,Clarke,Clarke County
Kansas,Dickinson,Dickinson County
Indiana,Elkhart,Elkhart County
Illinois,De Witt,De Witt County
Louisiana,Grant,Grant Parish
Kentucky,Carter,Carter County
Iowa,Clay,Clay County
Kansas,Doniphan,Doniphan County
Indiana,Fayette,Fayette County
Illinois,Douglas,Douglas County
Louisiana,Iberia,Iberia Parish
Kentucky,Casey,Casey County
Iowa,Clayton,Clayton County
Kansas,Douglas,Douglas County
Indiana,Floyd,Floyd County
Illinois,DuPage,DuPage County
Louisiana,Iberville,Iberville Parish
Kentucky,Christian,Christian County
Iowa,Clinton,Clinton County
Kansas,Edwards,Edwards County
Indiana,Fountain,Fountain County
Illinois,Edgar,Edgar County
Louisiana,Jackson,Jackson Parish
Kentucky,Clark,Clark County
Iowa,Crawford,Crawford County
Kansas,Elk,Elk County
Indiana,Franklin,Franklin County
Illinois,Edwards,Edwards County
Louisiana,Jefferson,Jefferson Parish
Kentucky,Clay,Clay County
Iowa,Dallas,Dallas County
Kansas,Ellis,Ellis County
Indiana,Fulton,Fulton County
Illinois,Effingham,Effingham County
Louisiana,Jefferson Davis,Jefferson Davis Parish
Kentucky,Clinton,Clinton County
Iowa,Davis,Davis County
Kansas,Ellsworth,Ellsworth County
Indiana,Gibson,Gibson County
Illinois,Fayette,Fayette County
Louisiana,Lafayette,Lafayette Parish
Kentucky,Crittenden,Crittenden County
Iowa,Decatur,Decatur County
Kansas,Finney,Finney County
Indiana,Grant,Grant County
Illinois,Ford,Ford County
Louisiana,Lafourche,Lafourche Parish
Kentucky,Cumberland,Cumberland County
Iowa,Delaware,Delaware County
Kansas,Ford,Ford County
Indiana,Greene,Greene County
Illinois,Franklin,Franklin County
Louisiana,La Salle,La Salle Parish
Kentucky,Daviess,Daviess County
Iowa,Des Moines,Des Moines County
Kansas,Franklin,Franklin County
Indiana,Hamilton,Hamilton County
Illinois,Fulton,Fulton County
Louisiana,Lincoln,Lincoln Parish
Kentucky,Edmonson,Edmonson County
Iowa,Dickinson,Dickinson County
Kansas,Geary,Geary County
Indiana,Hancock,Hancock County
Illinois,Gallatin,Gallatin County
Louisiana,Livingston,Livingston Parish
Kentucky,Elliott,Elliott County
Iowa,Dubuque,Dubuque County
Kansas,Gove,Gove County
Indiana,Harrison,Harrison County
Illinois,Greene,Greene County
Louisiana,Madison,Madison Parish
Kentucky,Estill,Estill County
Iowa,Emmet,Emmet County
Kansas,Graham,Graham County
Indiana,Hendricks,Hendricks County
Illinois,Grundy,Grundy County
Louisiana,Morehouse,Morehouse Parish
Kentucky,Fayette,Fayette County
Iowa,Fayette,Fayette County
Kansas,Grant,Grant County
Indiana,Henry,Henry County
Illinois,Hamilton,Hamilton County
Louisiana,Natchitoches,Natchitoches Parish
Kentucky,Fleming,Fleming County
Iowa,Floyd,Floyd County
Kansas,Gray,Gray County
Indiana,Howard,Howard County
Illinois,Hancock,Hancock County
Louisiana,Orleans,Orleans Parish
Kentucky,Floyd,Floyd County
Iowa,Franklin,Franklin County
Kansas,Greenwood,Greenwood County
Indiana,Huntington,Huntington County
Illinois,Hardin,Hardin County
Louisiana,Ouachita,Ouachita Parish
Kentucky,Franklin,Franklin County
Iowa,Fremont,Fremont County
Kansas,Hamilton,Hamilton County
Indiana,Jackson,Jackson County
Illinois,Henderson,Henderson County
Louisiana,Plaquemines,Plaquemines Parish
Kentucky,Fulton,Fulton County
Iowa,Greene,Greene County
Kansas,Harper,Harper County
Indiana,Jasper,Jasper County
Illinois,Henry,Henry County
Louisiana,Pointe Coupee,Pointe Coupee Parish
Kentucky,Gallatin,Gallatin County
Iowa,Grundy,Grundy County
Kansas,Harvey,Harvey County
Indiana,Jay,Jay County
Illinois,Iroquois,Iroquois County
Louisiana,Rapides,Rapides Parish
Kentucky,Garrard,Garrard County
Iowa,Guthrie,Guthrie County
Kansas,Haskell,Haskell County
Indiana,Jefferson,Jefferson County
Illinois,Jackson,Jackson County
Louisiana,Red River,Red River Parish
Kentucky,Grant,Grant County
Iowa,Hamilton,Hamilton County
Kansas,Hodgeman,Hodgeman County
Indiana,Jennings,Jennings County
Illinois,Jasper,Jasper County
Louisiana,Richland,Richland Parish
Kentucky,Graves,Graves County
Iowa,Hancock,Hancock County
Kansas,Jackson,Jackson County
Indiana,Johnson,Johnson County
Illinois,Jefferson,Jefferson County
Louisiana,Sabine,Sabine Parish
Kentucky,Grayson,Grayson County
Iowa,Hardin,Hardin County
Kansas,Jefferson,Jefferson County
Indiana,Knox,Knox County
Illinois,Jersey,Jersey County
Louisiana,Saint Bernard,Saint Bernard Parish
Kentucky,Green,Green County
Iowa,Harrison,Harrison County
Kansas,Jewell,Jewell County
Indiana,Kosciusko,Kosciusko County
Illinois,Jo Daviess,Jo Daviess County
Louisiana,Saint Charles,Saint Charles Parish
Kentucky,Greenup,Greenup County
Iowa,Henry,Henry County
Kansas,Johnson,Johnson County
Indiana,LaGrange,LaGrange County
Illinois,Johnson,Johnson County
Louisiana,Saint Helena,Saint Helena Parish
Kentucky,Hancock,Hancock County
Iowa,Howard,Howard County
Kansas,Kearny,Kearny County
Indiana,Lake,Lake County
Illinois,Kane,Kane County
Louisiana,Saint James,Saint James Parish
Kentucky,Hardin,Hardin County
Iowa,Humboldt,Humboldt County
Kansas,Kingman,Kingman County
Indiana,LaPorte,LaPorte County
Illinois,Kankakee,Kankakee County
Louisiana,Saint John the Baptist,Saint John the Baptist Parish
Kentucky,Harlan,Harlan County
Iowa,Ida,Ida County
Kansas,Kiowa,Kiowa County
Indiana,Lawrence,Lawrence County
Illinois,Kendall,Kendall County
Louisiana,Saint Landry,Saint Landry Parish
Kentucky,Harrison,Harrison County
Iowa,Iowa,Iowa County
Kansas,Labette,Labette County
Indiana,Madison,Madison County
Illinois,Knox,Knox County
Louisiana,Saint Martin,Saint Martin Parish
Kentucky,Hart,Hart County
Iowa,Jackson,Jackson County
Kansas,Lane,Lane County
Indiana,Marion,Marion County
Illinois,Lake,Lake County
Louisiana,Saint Mary,Saint Mary Parish
Kentucky,Henderson,Henderson County
Iowa,Jasper,Jasper County
Kansas,Leavenworth,Leavenworth County
Indiana,Marshall,Marshall County
Illinois,La Salle,La Salle County
Louisiana,Saint Tammany,Saint Tammany Parish
Kentucky,Henry,Henry County
Iowa,Jefferson,Jefferson County
Kansas,Lincoln,Lincoln County
Indiana,Martin,Martin County
Illinois,Lawrence,Lawrence County
Louisiana,Tangipahoa,Tangipahoa Parish
Kentucky,Hickman,Hickman County
Iowa,Johnson,Johnson County
Kansas,Linn,Linn County
Indiana,Miami,Miami County
Illinois,Lee,Lee County
Louisiana,Tensas,Tensas Parish
Kentucky,Hopkins,Hopkins County
Iowa,Jones,Jones County
Kansas,Logan,Logan County
Indiana,Monroe,Monroe County
Illinois,Livingston,Livingston County
Louisiana,Terrebonne,Terrebonne Parish
Kentucky,Jackson,Jackson County
Iowa,Keokuk,Keokuk County
Kansas,Lyon,Lyon County
Indiana,Montgomery,Montgomery County
Illinois,Logan,Logan County
Louisiana,Union,Union Parish
Kentucky,Jefferson,Jefferson County
Iowa,Kossuth,Kossuth County
Kansas,McPherson,McPherson County
Indiana,Morgan,Morgan County
Illinois,McDonough,McDonough County
Louisiana,Vermilion,Vermilion Parish
Kentucky,Jessamine,Jessamine County
Iowa,Lee,Lee County
Kansas,Marion,Marion County
Indiana,Newton,Newton County
Illinois,McHenry,McHenry County
Louisiana,Vernon,Vernon Parish
Kentucky,Johnson,Johnson County
Iowa,Linn,Linn County
Kansas,Marshall,Marshall County
Indiana,Noble,Noble County
Illinois,McLean,McLean County
Louisiana,Washington,Washington Parish
Kentucky,Kenton,Kenton County
Iowa,Louisa,Louisa County
Kansas,Meade,Meade County
Indiana,Ohio,Ohio County
Illinois,Macon,Macon County
Louisiana,Webster,Webster Parish
Kentucky,Knott,Knott County
Iowa,Lucas,Lucas County
Kansas,Miami,Miami County
Indiana,Orange,Orange County
Illinois,Macoupin,Macoupin County
Louisiana,West Baton Rouge,West Baton Rouge Parish
Kentucky,Knox,Knox County
Iowa,Lyon,Lyon County
Kansas,Mitchell,Mitchell County
Indiana,Owen,Owen County
Illinois,Madison,Madison County
Louisiana,West Carroll,West Carroll Parish
Kentucky,Larue,Larue County
Iowa,Madison,Madison County
Kansas,Montgomery,Montgomery County
Indiana,Parke,Parke County
Illinois,Marion,Marion County
Louisiana,West Feliciana,West Feliciana Parish
Kentucky,Laurel,Laurel County
Iowa,Mahaska,Mahaska County
Kansas,Morris,Morris County
Indiana,Perry,Perry County
Illinois,Marshall,Marshall County
Louisiana,Winn,Winn Parish
Kentucky,Lawrence,Lawrence County
Iowa,Marion,Marion County
Kansas,Morton,Morton County
Indiana,Pike,Pike County
Illinois,Mason,Mason County
Kentucky,Lee,Lee County
Iowa,Marshall,Marshall County
Kansas,Nemaha,Nemaha County
Indiana,Porter,Porter County
Illinois,Massac,Massac County
Kentucky,Leslie,Leslie County
Iowa,Mills,Mills County
Kansas,Neosho,Neosho County
Indiana,Posey,Posey County
Illinois,Menard,Menard County
Kentucky,Letcher,Letcher County
Iowa,Mitchell,Mitchell County
Kansas,Ness,Ness County
Indiana,Pulaski,Pulaski County
Illinois,Mercer,Mercer County
Kentucky,Lewis,Lewis County
Iowa,Monona,Monona County
Kansas,Norton,Norton County
Indiana,Putnam,Putnam County
Illinois,Monroe,Monroe County
Kentucky,Lincoln,Lincoln County
Iowa,Monroe,Monroe County
Kansas,Osage,Osage County
Indiana,Randolph,Randolph County
Illinois,Montgomery,Montgomery County
Kentucky,Livingston,Livingston County
Iowa,Montgomery,Montgomery County
Kansas,Osborne,Osborne County
Indiana,Ripley,Ripley County
Illinois,Morgan,Morgan County
Kentucky,Logan,Logan County
Iowa,Muscatine,Muscatine County
Kansas,Ottawa,Ottawa County
Indiana,Rush,Rush County
Illinois,Moultrie,Moultrie County
Kentucky,Lyon,Lyon County
Iowa,O'Brien,O'Brien County
Kansas,Pawnee,Pawnee County
Indiana,Saint Joseph,Saint Joseph County
Illinois,Ogle,Ogle County
Kentucky,McCracken,McCracken County
Iowa,Osceola,Osceola County
Kansas,Phillips,Phillips County
Indiana,Scott,Scott County
Illinois,Peoria,Peoria County
Kentucky,McCreary,McCreary County
Iowa,Page,Page County
Kansas,Pottawatomie,Pottawatomie County
Indiana,Shelby,Shelby County
Illinois,Perry,Perry County
Kentucky,McLean,McLean County
Iowa,Palo Alto,Palo Alto County
Kansas,Pratt,Pratt County
Indiana,Spencer,Spencer County
Illinois,Piatt,Piatt County
Kentucky,Madison,Madison County
Iowa,Plymouth,Plymouth County
Kansas,Rawlins,Rawlins County
Indiana,Starke,Starke County
Illinois,Pike,Pike County
Kentucky,Magoffin,Magoffin County
Iowa,Pocahontas,Pocahontas County
Kansas,Reno,Reno County
Indiana,Steuben,Steuben County
Illinois,Pope,Pope County
Kentucky,Marion,Marion County
Iowa,Polk,Polk County
Kansas,Republic,Republic County
Indiana,Sullivan,Sullivan County
Illinois,Pulaski,Pulaski County
Kentucky,Marshall,Marshall County
Iowa,Pottawattamie,Pottawattamie County
Kansas,Rice,Rice County
Indiana,Switzerland,Switzerland County
Illinois,Putnam,Putnam County
Kentucky,Martin,Martin County
Iowa,Poweshiek,Poweshiek County
Kansas,Riley,Riley County
Indiana,Tippecanoe,Tippecanoe County
Illinois,Randolph,Randolph County
Kentucky,Mason,Mason County
Iowa,Ringgold,Ringgold County
Kansas,Rooks,Rooks County
Indiana,Tipton,Tipton County
Illinois,Richland,Richland County
Kentucky,Meade,Meade County
Iowa,Sac,Sac County
Kansas,Rush,Rush County
Indiana,Union,Union County
Illinois,Rock Island,Rock Island County
Kentucky,Menifee,Menifee County
Iowa,Scott,Scott County
Kansas,Russell,Russell County
Indiana,Vanderburgh,Vanderburgh County
Illinois,Saint Clair,Saint Clair County
Kentucky,Mercer,Mercer County
Iowa,Shelby,Shelby County
Kansas,Saline,Saline County
Indiana,Vermillion,Vermillion County
Illinois,Saline,Saline County
Kentucky,Metcalfe,Metcalfe County
Iowa,Sioux,Sioux County
Kansas,Sedgwick,Sedgwick County
Indiana,Vigo,Vigo County
Illinois,Sangamon,Sangamon County
Kentucky,Monroe,Monroe County
Iowa,Story,Story County
Kansas,Seward,Seward County
Indiana,Wabash,Wabash County
Illinois,Schuyler,Schuyler County
Kentucky,Montgomery,Montgomery County
Iowa,Tama,Tama County
Kansas,Shawnee,Shawnee County
Indiana,Warren,Warren County
Illinois,Scott,Scott County
Kentucky,Morgan,Morgan County
Iowa,Taylor,Taylor County
Kansas,Sheridan,Sheridan County
Indiana,Warrick,Warrick County
Illinois,Shelby,Shelby County
Kentucky,Muhlenberg,Muhlenberg County
Iowa,Union,Union County
Kansas,Sherman,Sherman County
Indiana,Washington,Washington County
Illinois,Stark,Stark County
Kentucky,Nelson,Nelson County
Iowa,Van Buren,Van Buren County
Kansas,Smith,Smith County
Indiana,Wayne,Wayne County
Illinois,Stephenson,Stephenson County
Kentucky,Nicholas,Nicholas County
Iowa,Wapello,Wapello County
Kansas,Stafford,Stafford County
Indiana,Wells,Wells County
Illinois,Tazewell,Tazewell County
Kentucky,Ohio,Ohio County
Iowa,Warren,Warren County
Kansas,Stanton,Stanton County
Indiana,White,White County
Illinois,Union,Union County
Kentucky,Oldham,Oldham County
Iowa,Washington,Washington County
Kansas,Stevens,Stevens County
Indiana,Whitley,Whitley County
Illinois,Vermilion,Vermilion County
Kentucky,Owen,Owen County
Iowa,Wayne,Wayne County
Kansas,Sumner,Sumner County
Illinois,Wabash,Wabash County
Kentucky,Owsley,Owsley County
Iowa,Webster,Webster County
Kansas,Thomas,Thomas County
Illinois,Warren,Warren County
Kentucky,Pendleton,Pendleton County
Iowa,Winnebago,Winnebago County
Kansas,Trego,Trego County
Illinois,Washington,Washington County
Kentucky,Perry,Perry County
Iowa,Winneshiek,Winneshiek County
Kansas,Wabaunsee,Wabaunsee County
Illinois,Wayne,Wayne County
Kentucky,Pike,Pike County
Iowa,Woodbury,Woodbury County
Kansas,Wallace,Wallace County
Illinois,White,White County
Kentucky,Powell,Powell County
Iowa,Worth,Worth County
Kansas,Washington,Washington County
Illinois,Whiteside,Whiteside County
Kentucky,Pulaski,Pulaski County
Iowa,Wright,Wright County
Kansas,Wilson,Wilson County
Illinois,Will,Will County
Kentucky,Robertson,Robertson County
Kansas,Woodson,Woodson County
Illinois,Williamson,Williamson County
Kentucky,Rockcastle,Rockcastle County
Kansas,Wyandotte,Wyandotte County
Illinois,Winnebago,Winnebago County
Kentucky,Rowan,Rowan County
Illinois,Woodford,Woodford County
Kentucky,Russell,Russell County
Kentucky,Scott,Scott County
Kentucky,Shelby,Shelby County
Kentucky,Simpson,Simpson County
Kentucky,Spencer,Spencer County
Kentucky,Taylor,Taylor County
Kentucky,Todd,Todd County
Kentucky,Trigg,Trigg County
Kentucky,Trimble,Trimble County
Kentucky,Union,Union County
Kentucky,Warren,Warren County
Kentucky,Washington,Washington County
Kentucky,Wayne,Wayne County
Kentucky,Webster,Webster County
Kentucky,Whitley,Whitley County
Kentucky,Wolfe,Wolfe County
Kentucky,Woodford,Woodford County
